|FRP256v1 (ANSSI)|,|109454571331697278617670725030735128146004546811402412653072203207726079563233|,|0|,|1.7976931348623157e+308|,|0|,|0|
|numsp256d1 (NUMS)|,|115792089237316195423570985008687907853233080465625507841270369819257950283813|,|0|,|1.7976931348623157e+308|,|0|,|0|
|w-256-mont (NUMS)|,|115636606695615697602567654828622531023872272121396628374428630485206652442603|,|0|,|1.7976931348623157e+308|,|0|,|0|
|brainpoolP256r1 (Brainpool)|,|76884956397045344220809746629001649092737531784414529538755519063063536359079|,|0|,|1.7976931348623157e+308|,|0|,|0|
|brainpoolP256t1 (Brainpool)|,|76884956397045344220809746629001649092737531784414529538755519063063536359079|,|0|,|1.7976931348623157e+308|,|0|,|0|
|P-256 (NIST)|,|115792089210356248762697446949407573529996955224135760342422259061068512044369|,|0|,|1.7976931348623157e+308|,|0|,|0|
|256-bit Random ECP Group (Oakley)|,|115792089210356248762697446949407573529996955224135760342422259061068512044369|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ansip256k1 (ANSI X9.63)|,|115792089237316195423570985008687907852837564279074904382605163141518161494337|,|0|,|1.7976931348623157e+308|,|0|,|0|
|gost256 (GOST)|,|57896044618658097711785492504343953927082934583725450622380973592137631069619|,|0|,|1.7976931348623157e+308|,|0|,|0|
|id-GostR3410-2001-CryptoPro-A-ParamSet (GOST)|,|115792089237316195423570985008687907853073762908499243225378155805079068850323|,|0|,|1.7976931348623157e+308|,|0|,|0|
|id-GostR3410-2001-CryptoPro-B-ParamSet (GOST)|,|57896044618658097711785492504343953927102133160255826820068844496087732066703|,|0|,|1.7976931348623157e+308|,|0|,|0|
|id-GostR3410-2001-CryptoPro-C-ParamSet (GOST)|,|70390085352083305199547718019018437840920882647164081035322601458352298396601|,|0|,|1.7976931348623157e+308|,|0|,|0|
|secp256k1 (SECG)|,|115792089237316195423570985008687907852837564279074904382605163141518161494337|,|0|,|1.7976931348623157e+308|,|0|,|0|
|secp256r1 (SECG)|,|115792089210356248762697446949407573529996955224135760342422259061068512044369|,|0|,|1.7976931348623157e+308|,|0|,|0|
|SM2 (OSCAA)|,|115792089210356248756420345214020892766061623724957744567843809356293439045923|,|0|,|1.7976931348623157e+308|,|0|,|0|
|prime256v1 (ANSI x9.62)|,|115792089210356248762697446949407573529996955224135760342422259061068512044369|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Fp256BN (other)|,|115792089237314936872688561244471742058035595988840268584488757999429535617037|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ssc-256 (other)|,|90942894222941581070058735694432465663288414616171509431879910319924502217783|,|0|,|1.7976931348623157e+308|,|0|,|0|
|BADA55-R-256 (other)|,|109454571331697278617670725030735128145588092482846170632876105195456963397991|,|0|,|1.7976931348623157e+308|,|0|,|0|
|BADA55-VR-256 (other)|,|115792089210356248762697446949407573529659275108854709778199731916161746197393|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Tom-256 (other)|,|115792089210356248762697446949407573530086143415290314195533631308867097853951|,|0|,|1.7976931348623157e+308|,|0|,|0|
|numsp256t1 (NUMS)|,|28948022309329048855892746252171976963230320855948034936185801359597441823917|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ed-256-mont (NUMS)|,|28909151673903924400641913707155632755864722468680580292928189817299885915051|,|0|,|1.7976931348623157e+308|,|0|,|0|
|w-254-mont (NUMS)|,|28723632732102194046035667469577626311780164567688751013639069037248478312511|,|0|,|1.7976931348623157e+308|,|0|,|0|
|bn254 (Barreto-Naehrig)|,|16798108731015832284940804142231733909759579603404752749028378864165570215949|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Fp254BNa (other)|,|16030569034403128277756688287498649515510226217719936227669524443298095169537|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Fp254n2BNa (other)|,|16030569034403128277756688287498649515510226217719936227669524443298095169537|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Fp254BNb (other)|,|16798108731015832284940804142231733909759579603404752749028378864165570215949|,|0|,|1.7976931348623157e+308|,|0|,|0|
|MDC201601 (other)|,|27278090819240297610677772592287387918930509574048068887630978293185521973243|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ed-254-mont (NUMS)|,|7180908183025548511508916867394406577924712274352752685057484164419229227207|,|0|,|1.7976931348623157e+308|,|0|,|0|
|JubJub (other)|,|6554484396890773809930967563523245729705921265872317281365359162392183254199|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ed-255-mers (NUMS)|,|14474011154664524427946373126085988481612150616673019099696943473275369352053|,|0|,|1.7976931348623157e+308|,|0|,|0|
|BLS12-377 (Barreto-Lynn-Scott)|,|8444461749428370424248824938781546531375899335154063827935233455917409239041|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Bandersnatch (Barreto-Lynn-Scott)|,|13108968793781547619861935127046491459309155893440570251786403306729687672801|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Curve25519 (other)|,|7237005577332262213973186563042994240857116359379907606001950938285454250989|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Ed25519 (other)|,|7237005577332262213973186563042994240857116359379907606001950938285454250989|,|0|,|1.7976931348623157e+308|,|0|,|0|
|w-255-mers (NUMS)|,|57896044618658097711785492504343953926473211886304323019964499781607006751467|,|0|,|1.7976931348623157e+308|,|0|,|0|
|id-tc26-gost-3410-2012-256-paramSetA (GOST)|,|28948022309329048855892746252171976963338560298092253442512153408785530358887|,|0|,|1.7976931348623157e+308|,|0|,|0|
|BLS12-381 (Barreto-Lynn-Scott)|,|52435875175126190479447740508185965837690552500527637822603658699938581184513|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Tweedledum (other)|,|28948022309329048855892746252171976963322203655954433126947083963168578338817|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Tweedledee (other)|,|28948022309329048855892746252171976963322203655955319056773317069363642105857|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Pallas (other)|,|28948022309329048855892746252171976963363056481941647379679742748393362948097|,|0|,|1.7976931348623157e+308|,|0|,|0|
|Vesta (other)|,|28948022309329048855892746252171976963363056481941560715954676764349967630337|,|0|,|1.7976931348623157e+308|,|0|,|0|
|brainpoolP192r1 (Brainpool)|,|4781668983906166242955001894269038308119863659119834868929|,|0|,|1.7976931348623157e+308|,|0|,|0|
|brainpoolP192t1 (Brainpool)|,|4781668983906166242955001894269038308119863659119834868929|,|0|,|1.7976931348623157e+308|,|0|,|0|
|P-192 (NIST)|,|6277101735386680763835789423176059013767194773182842284081|,|0|,|1.7976931348623157e+308|,|0|,|0|
|192-bit Random ECP Group (Oakley)|,|6277101735386680763835789423176059013767194773182842284081|,|0|,|1.7976931348623157e+308|,|0|,|0|
|ansip192k1 (ANSI X9.63)|,|6277101735386680763835789423061264271957123915200845512077|,|0|,|1.7976931348623157e+308|,|0|,|0|
|secp192k1 (SECG)|,|6277101735386680763835789423061264271957123915200845512077|,|0|,|1.7976931348623157e+308|,|0|,|0|
|secp192r1 (SECG)|,|6277101735386680763835789423176059013767194773182842284081|,|0|,|1.7976931348623157e+308|,|0|,|0|
